Date,IEF
2012-11-02,-0.355381731459602
2012-11-05,0.2736449953222601
2012-11-06,-0.2774874505345185
2012-11-07,0.26455420448553424
2012-11-08,-0.17916645601852568
2012-11-09,0.14786400498602525
2012-11-12,-0.16929444387570652
2012-11-13,0.10707116945433692
2012-11-14,-0.10341051938128196
2012-11-15,-0.0017724635930500277
2012-11-16,-0.04393439526372703
2012-11-19,-0.12261645729292475
2012-11-20,0.16804327711966816
2012-11-21,-0.19191151959191988
2012-11-22,0.19191151959191988
2012-11-23,0.0
2012-11-26,0.2353011162110222
2012-11-27,-0.23672124455192656
2012-11-28,0.19733477611994438
2012-11-29,-0.2522792064941619
2012-11-30,0.23813472776240557
2012-12-03,-0.25560913795960305
2012-12-04,0.278912887051005
2012-12-05,-0.24914461239101576
2012-12-06,-0.2296131325468455
2012-12-07,-0.25724553988834303
2012-12-10,0.2298974232585867
2012-12-11,-0.22630507792569177
2012-12-12,0.2223486892955321
2012-12-13,-0.19819307515653622
2012-12-14,0.1716090438920222
2012-12-17,-0.18456910431146312
2012-12-18,-0.23617331892854077
2012-12-19,0.25748940738449844
2012-12-20,0.2682574435882439
2012-12-21,0.2400507318612527
2012-12-24,-0.14056544985254946
2012-12-25,0.14056544985254946
2012-12-26,-0.15629114786692508
2012-12-27,0.15856116013257526
2012-12-28,0.14226958457860267
2012-12-31,-0.0976818248875016
2013-01-01,0.0976818248875016
2013-01-02,-0.214420914490143
2013-01-03,0.17648017466572374
2013-01-04,-0.18207743036702487
2013-01-07,0.202415421206
2013-01-08,0.22895601814895414
2013-01-09,-0.19407390300565136
2013-01-10,-0.24540708288235166
2013-01-11,0.2763223533537792
2013-01-14,0.27747437064236136
2013-01-15,-0.24357764016522823
2013-01-16,-0.24680761477272387
2013-01-17,-0.2736971828989816
2013-01-18,0.2495769541432928
2013-01-21,-0.2495769541432928
2013-01-22,-0.2625739067671222
2013-01-23,0.2819973846473364
2013-01-24,-0.25793438717252604
2013-01-25,-0.2622271890968736
2013-01-28,-0.3248049621481495
2013-01-29,0.25324960486787945
2013-01-30,-0.3000486751882283
2013-01-31,0.2740893863321362
2013-02-01,0.3385163964378147
2013-02-04,-0.27741142197727464
2013-02-05,0.2805861413172652
2013-02-06,0.2425813787391593
2013-02-07,-0.2189036682333479
2013-02-08,-0.23589117078318628
2013-02-11,-0.17426247404302972
2013-02-12,-0.1820240463113167
2013-02-13,-0.22768395500183866
2013-02-14,0.24924701181171474
2013-02-15,-0.25036596738055383
2013-02-18,-0.25036596738055383
2013-02-19,0.23662789181163968
2013-02-20,-0.24808646600219603
2013-02-21,0.23107006005948266
2013-02-22,-0.2310926787121242
2013-02-25,-0.2493666040181135
2013-02-26,0.2288161326981036
2013-02-27,-0.23837317770099153
2013-02-28,-0.24764678553949016
2013-03-01,0.19707797817720119
2013-03-04,-0.22188697875458288
2013-03-05,-0.2511382950197629
2013-03-06,-0.2241384845522061
2013-03-07,0.21456104798857326
2013-03-08,-0.23259971118206607
2013-03-11,0.20189067012282064
2013-03-12,0.0
2013-03-13,-0.22170409653976086
2013-03-14,-0.24439502983743044
2013-03-15,0.26280404583281824
2013-03-18,0.26600902477852434
2013-03-19,-0.2678912425533772
2013-03-20,-0.30564864416907017
2013-03-21,0.3305279878056649
2013-03-22,-0.2512612030027038
2013-03-25,-0.32747787452311694
2013-03-26,0.3085190397749073
2013-03-27,0.2752288475848648
2013-03-28,-0.3302136945293306
2013-03-29,0.3302136945293306
2013-04-01,-0.3623388632890375
2013-04-02,0.2977382051132019
2013-04-03,-0.3211446767740418
2013-04-04,0.2355824497544445
2013-04-05,0.20345778961177094
2013-04-08,-0.18391876872164
2013-04-09,-0.1918536499997061
2013-04-10,-0.20932712446817592
2013-04-11,0.2105839193806277
2013-04-12,0.2050804274040072
2013-04-15,-0.1920523849735551
2013-04-16,-0.1963816158739433
2013-04-17,0.23258357444583386
2013-04-18,0.23619132519361935
2013-04-19,-0.2650271276948253
2013-04-22,0.23762498884149952
2013-04-23,0.23762498884149952
2013-04-24,-0.31286898830930676
2013-04-25,0.34649029968287637
2013-04-26,0.3839448553714277
2013-04-29,-0.31983996712119167
2013-04-30,-0.33461924425233924
2013-05-01,-0.23171228363670685
2013-05-02,0.2450250801354293
2013-05-03,-0.3707667795062105
2013-05-06,0.4159723496295595
2013-05-07,-0.43556140135628196
2013-05-08,0.3948941394495341
2013-05-09,-0.448306921791461
2013-05-10,-0.532666134130929
2013-05-13,-0.5468786539932218
2013-05-14,0.5226172243302246
2013-05-15,-0.5713528665793819
2013-05-16,0.5587648147334452
2013-05-17,-0.6259837182072867
2013-05-20,-0.6473046133234134
2013-05-21,-0.6757868007134274
2013-05-22,0.6249076603457668
2013-05-23,-0.5871478835092072
2013-05-24,0.5741652578855606
2013-05-27,0.5741652578855606
2013-05-28,-0.6053824534092083
2013-05-29,-0.6438405513206433
2013-05-30,0.541166841413946
2013-05-31,-0.536916727087879
2013-06-03,-0.4863222728117119
2013-06-04,0.4906663772667838
2013-06-05,0.5136867250600495
2013-06-06,-0.40202230910421355
2013-06-07,-0.3931453398255414
2013-06-10,-0.4977531338546679
2013-06-11,0.44344856675135513
2013-06-12,0.37354773466817526
2013-06-13,-0.3835719952647827
2013-06-14,0.37234544933055835
2013-06-17,-0.3652237632112303
2013-06-18,-0.4057153057711589
2013-06-19,0.40326875560562425
2013-06-20,-0.6461938138374624
2013-06-21,0.5562060878526426
2013-06-24,-0.6883244174080739
2013-06-25,0.6315739643613141
2013-06-26,-0.7131447957625532
2013-06-27,0.7787461704111298
2013-06-28,-0.7681940032659078
2013-07-01,0.7941216040962602
2013-07-02,0.8721414920619632
2013-07-03,-0.9071297426821032
2013-07-04,-0.9071297426821032
2013-07-05,-1.1162798080332181
2013-07-08,1.2273288230885677
2013-07-09,1.173348768143546
2013-07-10,-1.2166700875902652
2013-07-11,1.0992642839016336
2013-07-12,1.0303957560446015
2013-07-15,-1.1265403815211568
2013-07-16,1.0842130036448712
2013-07-17,1.011387833821082
2013-07-18,-1.0680327481823029
2013-07-19,-1.1079773933382528
2013-07-22,1.0757701538862838
2013-07-23,-1.0466964801867142
2013-07-24,-1.0499317635067515
2013-07-25,1.0075770874271077
2013-07-26,0.9379029418271573
2013-07-29,-0.9099506603302853
2013-07-30,0.9007190178825177
2013-07-31,-0.9376353015671666
2013-08-01,0.9606451302497574
2013-08-02,-1.0950037945923696
2013-08-05,1.0501415934325382
2013-08-06,-0.9580046562163504
2013-08-07,0.9076320078193891
2013-08-08,0.8055317759736006
2013-08-09,-0.8078696624152175
2013-08-12,0.9782667656119712
2013-08-13,-0.9775286415986378
2013-08-14,1.0086611064879438
2013-08-15,-1.036804453039877
2013-08-16,0.9630180730084896
2013-08-19,-1.0146144597607871
2013-08-20,0.9209931620262848
2013-08-21,-0.9141879737074006
2013-08-22,-0.9685417551882278
2013-08-23,1.0610106534314285
2013-08-26,1.039408285767943
2013-08-27,-0.9887526982795148
2013-08-28,-1.0687333081024324
2013-08-29,-1.1936416712843398
2013-08-30,1.1652031859046352
2013-09-02,-1.1652031859046352
2013-09-03,-1.1979376107588011
2013-09-04,1.2303737178654657
2013-09-05,-1.236231836385338
2013-09-06,1.2766614096054965
2013-09-09,-1.2456705383700335
2013-09-10,-1.2357694300129327
2013-09-11,1.161275887669275
2013-09-12,1.1460783092709883
2013-09-13,-1.183890850511836
2013-09-16,1.0228849280202272
2013-09-17,-1.0126237106960312
2013-09-18,1.0047698606180593
2013-09-19,0.8882265826507645
2013-09-20,-0.8802447393143826
2013-09-23,0.8251238438316845
2013-09-24,0.8148554270270221
2013-09-25,-0.77086298449908
2013-09-26,-0.7236998882428878
2013-09-27,0.697770604623416
2013-09-30,0.6445010477603246
2013-10-01,-0.6184852499359001
2013-10-02,0.5851180836371843
2013-10-03,-0.6562676815681132
2013-10-04,0.6125236769929245
2013-10-07,0.6387754899214653
2013-10-08,-0.6578956935210623
2013-10-09,0.7190342450623542
2013-10-10,-0.6879547838911872
2013-10-11,0.7229764830614734
2013-10-14,-0.6473308375515221
2013-10-15,0.7427678671943316
2013-10-16,-0.6803121918131345
2013-10-17,0.6258356523546265
2013-10-18,-0.5653081076620239
2013-10-21,-0.5986506455551599
2013-10-22,0.5147137516379225
2013-10-23,-0.4230829012246697
2013-10-24,-0.38615802969210955
2013-10-25,-0.4155832414056638
2013-10-28,0.44023496293873776
2013-10-29,-0.46903664902535047
2013-10-30,0.4567287246303069
2013-10-31,-0.46187417648785045
2013-11-01,-0.560699820786114
2013-11-04,0.5096247930601034
2013-11-05,-0.5093671749762712
2013-11-06,0.45448774881866066
2013-11-07,0.5256579533454319
2013-11-08,-0.5391806088557962
2013-11-11,0.5734336571370424
2013-11-12,-0.5823075359274832
2013-11-13,0.5212805129077696
2013-11-14,-0.5158101974732654
2013-11-15,0.5048660602733783
2013-11-18,-0.47598052298872245
2013-11-19,0.45252340615294356
2013-11-20,-0.44312919324420263
2013-11-21,-0.5176020864971842
2013-11-22,0.5490177382080069
2013-11-25,-0.5241482649371897
2013-11-26,0.5032540486078498
2013-11-27,-0.4757353065361834
2013-11-28,-0.4757353065361834
2013-11-29,-0.44266894508982085
2013-12-02,0.49430277949634294
2013-12-03,0.5027987286639294
2013-12-04,-0.6356088752629117
2013-12-05,0.6080428991038593
2013-12-06,-0.6232001849746053
2013-12-09,0.625009767017086
2013-12-10,0.5859137463638029
2013-12-11,-0.6153052644344081
2013-12-12,-0.6108092256020958
2013-12-13,0.6442512423200603
2013-12-16,0.5671801514936492
2013-12-17,-0.6231539732404363
2013-12-18,0.613690021765916
2013-12-19,-0.7446754728861339
2013-12-20,0.8397151138722718
2013-12-23,-0.8590774510030444
2013-12-24,-0.8555338665086398
2013-12-25,0.8555338665086398
2013-12-26,-0.8932552811501149
2013-12-27,0.8472939980003318
2013-12-30,0.847667411372129
2013-12-31,-0.8357724083804168
2014-01-01,0.8357724083804168
2014-01-02,-0.872674106093673
2014-01-03,0.7805189766840761
2014-01-06,0.7657772487450477
2014-01-07,0.719234187960778
2014-01-08,-0.7753095662884202
2014-01-09,0.7679953347275561
2014-01-10,0.7161224104957373
2014-01-13,-0.6469156201213507
2014-01-14,-0.5974052145900134
2014-01-15,-0.7113616641763447
2014-01-16,0.7518038727669878
2014-01-17,-0.748229009058206
2014-01-20,-0.748229009058206
2014-01-21,0.7835410323023789
2014-01-22,-0.8173744257242304
2014-01-23,0.7972305106938901
2014-01-24,0.7223454443340411
2014-01-27,-0.7168239222863788
2014-01-28,-0.7168239222863788
2014-01-29,0.1312750411322476
2014-01-30,-0.1446738764886456
2014-01-31,0.3479955985600784
2014-02-03,-0.33467245985270916
2014-02-04,0.15804978971744107
2014-02-05,-0.15958442389826918
2014-02-06,-0.16683202330868507
2014-02-07,-0.03358996957099418
2014-02-10,0.1076973102387754
2014-02-11,0.05422023932493937
2014-02-12,0.016334091563126707
2014-02-13,-0.12310526580630157
2014-02-14,-0.16138254559117504
2014-02-17,-0.16138254559117504
2014-02-18,0.19485925403606102
2014-02-19,0.09062530638293281
2014-02-20,-0.06397526093051117
2014-02-21,0.09267964103570431
2014-02-24,0.14408632332732607
2014-02-25,-0.12762774519823922
2014-02-26,0.08445437612677828
2014-02-27,0.14513082021680385
2014-02-28,-0.1458256587560767
2014-03-03,0.17263402509569037
2014-03-04,-0.04484273083627739
2014-03-05,-0.02236058761005863
2014-03-06,0.07915361994051072
2014-03-07,-0.031563400246486656
2014-03-10,0.046316356638753525
2014-03-11,-0.057683629251728166
2014-03-12,0.09488761063199719
2014-03-13,-0.07804034013891015
2014-03-14,0.16670895206070652
2014-03-17,-0.11434981100775421
2014-03-18,0.055569061441709644
2014-03-19,0.020958467902229647
2014-03-20,-0.0036560669511180033
2014-03-21,-0.05840143536656822
2014-03-24,-0.04216878518073722
2014-03-25,0.04653219708410716
2014-03-26,-0.01760326102946491
2014-03-27,-0.045905206776632235
2014-03-28,-0.020948563672899406
2014-03-31,-0.021244117756590714
2014-04-01,-0.03059402393761096
2014-04-02,0.053136721217166005
2014-04-03,0.13803604891155336
2014-04-04,0.1074312047695396
2014-04-07,0.18671931044581452
2014-04-08,-0.14903646083204544
2014-04-09,-0.1172098968005045
2014-04-10,0.14620109631384978
2014-04-11,0.1860654321426574
2014-04-14,-0.09479896484130182
2014-04-15,0.1168896597098614
2014-04-16,0.05457150292612015
2014-04-17,-0.0050436575386069715
2014-04-18,-0.0050436575386069715
2014-04-21,-0.01319406784305413
2014-04-22,0.028714379169300697
2014-04-23,0.006405133778913413
2014-04-24,0.036622602033205776
2014-04-25,0.078509889076635
2014-04-28,-0.13175747016829156
2014-04-29,-0.08372997341791025
2014-04-30,0.09996339421578185
2014-05-01,-0.04767082059915914
2014-05-02,0.0113238400790521
2014-05-05,-0.04207828925141344
2014-05-06,-0.027019109269146385
2014-05-07,0.006465566917504939
2014-05-08,0.055608519291113934
2014-05-09,-0.03238043874792762
2014-05-12,0.010633601332343645
2014-05-13,0.009367235724603878
2014-05-14,-0.005048509861390521
2014-05-15,-0.0
2014-05-16,-0.06677359358030244
2014-05-19,0.05558568878099823
2014-05-20,-0.0189922358624183
2014-05-21,0.014748323735880906
2014-05-22,0.04332847644184193
2014-05-23,0.04029884258949107
2014-05-26,-0.04029884258949107
2014-05-27,-0.03203255876077771
2014-05-28,0.07064748618565828
2014-05-29,-0.04808668732521584
2014-05-30,-0.028969682488577092
2014-06-02,0.0089077515839813
2014-06-03,0.028672317338265002
2014-06-04,0.03563830687259442
2014-06-05,-0.0034017579308259216
2014-06-06,-0.014512981856653367
2014-06-09,0.008923890710138188
2014-06-10,0.04498218029701992
2014-06-11,-0.027161479425023866
2014-06-12,0.030237923231308528
2014-06-13,-0.03169066609468085
2014-06-16,-0.002856175696626606
2014-06-17,0.0460002035944822
2014-06-18,0.10618422712602799
2014-06-19,0.0058220472921522715
2014-06-20,0.027167475945733904
2014-06-23,0.0659284238136002
2014-06-24,-0.0014415872257234064
2014-06-25,0.05626678118682513
2014-06-26,-0.06731340577491488
2014-06-27,0.053030503961011805
2014-06-30,-0.02947610433499545
2014-07-01,0.06258651382951674
2014-07-02,-0.005326046441852694
2014-07-03,-0.08969524546765995
2014-07-04,0.08969524546765995
2014-07-07,0.08284171196155271
2014-07-08,0.006941254364909943
2014-07-09,-0.009785952562985367
2014-07-10,0.16032371956632271
2014-07-11,-0.10404153890573875
2014-07-14,-0.11241475523546823
2014-07-15,-0.04176074906172794
2014-07-16,-0.011167348375718922
2014-07-17,0.020989013401152834
2014-07-18,0.03886883380108985
2014-07-21,-0.036660530478679454
2014-07-22,-0.10942577457520763
2014-07-23,0.06992134321043972
2014-07-24,-0.07827530611363032
2014-07-25,0.05324457455946208
2014-07-28,-0.04708023520464166
2014-07-29,0.1762051729091175
2014-07-30,-0.13067621769182397
2014-07-31,-0.0234976362632624
2014-08-01,-0.01883990018859666
2014-08-04,0.05661695983012005
2014-08-05,-0.0007465596678386532
2014-08-06,0.06781112212262586
2014-08-07,-0.03179640148706586
2014-08-08,0.05065565787062537
2014-08-11,-0.03866400606094811
2014-08-12,0.013351656903643205
2014-08-13,-0.0004962767276485702
2014-08-14,0.06534777263871558
2014-08-15,-0.05910997800696058
2014-08-18,0.007176031877970723
2014-08-19,0.009020382894181195
2014-08-20,-0.03363259598360144
2014-08-21,0.023059562068979772
2014-08-22,0.05210140159384527
2014-08-25,0.009084339435175948
2014-08-26,0.07498656231325987
2014-08-27,-0.03583293165369561
2014-08-28,0.043307259382280916
2014-08-29,-0.042438657572913346
2014-09-01,0.042438657572913346
2014-09-02,-0.06551898888293767
2014-09-03,0.025450232296238662
2014-09-04,-0.0017297985423788687
2014-09-05,0.05932384334133756
2014-09-08,-0.035316153889642155
2014-09-09,-0.03377482933321402
2014-09-10,0.040133855070958124
2014-09-11,-0.02373484623948713
2014-09-12,0.017043338873827474
2014-09-15,-0.01504422635587671
2014-09-16,0.060910652822882994
2014-09-17,0.015946838294303822
2014-09-18,-0.0446674919402727
2014-09-19,0.05033426262152002
2014-09-22,-0.0626211275285744
2014-09-23,-0.13304271921365218
2014-09-24,-0.07939419225558952
2014-09-25,0.017198365200858268
2014-09-26,-0.00920214190307922
2014-09-29,0.03466649637369562
2014-09-30,0.044146456269401335
2014-10-01,-0.039165913276542286
2014-10-02,0.05464284399431002
2014-10-03,0.013721422757024426
2014-10-06,-0.0008897435505985096
2014-10-07,0.0643164645999636
2014-10-08,-0.1164785701999253
2014-10-09,-0.15872413852160344
2014-10-10,-0.23786568142024975
2014-10-13,0.2908486956125741
2014-10-14,-0.422209297313846
2014-10-15,0.48883477595715374
2014-10-16,-0.6474786495889491
2014-10-17,-0.3736741072110153
2014-10-20,0.39729812577379037
2014-10-21,-0.3004145891946779
2014-10-22,0.2691858031432051
2014-10-23,-0.28525951800275856
2014-10-24,0.27504573098528795
2014-10-27,-0.41245049664113376
2014-10-28,0.2667501531470535
2014-10-29,-0.22058489444787133
2014-10-30,0.22432793089625352
2014-10-31,-0.21516344245181052
2014-11-03,-0.2532975299770174
2014-11-04,-0.2532975299770174
2014-11-05,-0.6839125812146559
2014-11-06,0.5851470580315434
2014-11-07,0.6558481558615685
2014-11-10,0.6402249881051686
2014-11-11,-0.5814092463946862
2014-11-12,0.5902849023674047
2014-11-13,-0.5956167229990058
2014-11-14,0.5744174201201759
2014-11-17,0.5611326139971424
2014-11-18,-0.7032240447015263
2014-11-19,0.6544639077083504
2014-11-20,0.6492992142555318
2014-11-21,-0.6040666628123674
2014-11-24,0.6800926304396092
2014-11-25,0.7181061962467529
2014-11-26,0.7918427417653177
2014-11-27,-0.7918427417653177
2014-11-28,0.7076720088584784
2014-12-01,-0.7273218528529559
2014-12-02,-0.7320413975044808
2014-12-03,0.7238549023650874
2014-12-04,0.654517336165994
2014-12-05,-0.6653316363175865
2014-12-08,-0.7072373458236612
2014-12-09,0.7801599249678138
2014-12-10,-0.8304545391242126
2014-12-11,0.7248109515503363
2014-12-12,0.792332541556537
2014-12-15,-0.68943517179679
2014-12-16,0.6970278419813486
2014-12-17,-0.7350568069091816
2014-12-18,-0.9240464888255222
2014-12-19,1.0503737496465337
2014-12-22,0.9711913211406681
2014-12-23,-1.2885832206564112
2014-12-24,-0.961123350075821
2014-12-25,0.961123350075821
2014-12-26,0.8374563278550755
2014-12-29,-0.8749027492578284
2014-12-30,1.0639442712486709
2014-12-31,-1.069218797075753
2015-01-01,1.069218797075753
2015-01-02,1.0884170766511523
2015-01-05,0.8283356719708173
2015-01-06,1.0083508958103709
2015-01-07,-1.066960302898206
2015-01-08,-1.0614920025916712
2015-01-09,1.0926840995843248
2015-01-12,1.0727319775794417
2015-01-13,-1.1534377177843664
2015-01-14,1.0897986168110634
2015-01-15,-1.0532896672827214
2015-01-16,0.9979296713804182
2015-01-19,-0.9979296713804182
2015-01-20,-1.0390932476068322
2015-01-21,1.0721072397353735
2015-01-22,-1.1538358827462738
2015-01-23,1.2030321285777772
2015-01-26,1.221868253866447
2015-01-27,1.1083649410973508
2015-01-28,-1.1836588624347657
2015-01-29,1.1645991662588733
2015-01-30,1.0601626651757456
2015-02-02,-1.004190992763804
2015-02-03,1.0932760735836824
2015-02-04,-1.0867554494314016
2015-02-05,1.0426791371761512
2015-02-06,-1.0340670903273061
2015-02-09,1.081172973611045
2015-02-10,-0.9964937048871791
2015-02-11,1.0421425062715686
2015-02-12,-1.1636479496685057
2015-02-13,1.1349123829526744
2015-02-16,-1.1349123829526744
2015-02-17,-1.0800052366290476
2015-02-18,-1.120948763652479
2015-02-19,1.1409575938222853
2015-02-20,-1.204339652362299
2015-02-23,-1.1943468967238964
2015-02-24,1.3090486863557296
2015-02-25,1.2925444788424565
2015-02-26,-1.263827947461718
2015-02-27,-1.3072978704581333
2015-03-02,1.214804265925987
2015-03-03,-1.2539811392199902
2015-03-04,1.2040146955876547
2015-03-05,-1.131854000422745
2015-03-06,-1.0605848002569516
2015-03-09,1.094532901370561
2015-03-10,1.1243266229351143
2015-03-11,-1.1634457060131138
2015-03-12,1.2187770692234947
2015-03-13,-1.2963110747911804
2015-03-16,1.346631001959094
2015-03-17,-1.4959033156708088
2015-03-18,1.6229543022170076
2015-03-19,1.2532489873847268
2015-03-20,-1.251747847638827
2015-03-23,1.1905707452982266
2015-03-24,-1.2852455634597646
2015-03-25,1.3215256310558936
2015-03-26,-1.2966814559526907
2015-03-27,1.2815011087684807
2015-03-30,1.3942972291147573
2015-03-31,-1.4167408335957474
2015-04-01,1.3468269781483184
2015-04-02,-1.2182215289965281
2015-04-03,-1.2182215289965281
2015-04-06,1.1683099414125888
2015-04-07,-1.1623144035847481
2015-04-08,1.1793762443086788
2015-04-09,-1.2847892661500235
2015-04-10,1.3111137993525805
2015-04-13,-1.2545715459068203
2015-04-14,1.1929291491694634
2015-04-15,-1.2175200084303182
2015-04-16,-1.1914088742014994
2015-04-17,-1.1084451841580143
2015-04-20,1.1389444290748185
2015-04-21,-1.200504743773577
2015-04-22,1.208061627877695
2015-04-23,-1.2138290483650218
2015-04-24,1.1742403983515153
2015-04-27,-1.1786671240077342
2015-04-28,-1.164581536359277
2015-04-29,-1.0800884122200358
2015-04-30,0.9966186628322308
2015-05-01,0.9250692179086453
2015-05-04,-0.9873896515241595
2015-05-05,-1.0153030313481648
2015-05-06,-0.8859597455724016
2015-05-07,0.8657210409038186
2015-05-08,0.9823889408175688
2015-05-11,-0.9697439920096966
2015-05-12,-0.9387224196503118
2015-05-13,0.9946349102486176
2015-05-14,-0.9966931609738667
2015-05-15,1.0239513711396484
2015-05-18,-1.0238586479299372
2015-05-19,-1.046713080614642
2015-05-20,1.0819088513409405
2015-05-21,1.0735226712483785
2015-05-22,-1.0380102265236082
2015-05-25,-1.0380102265236082
2015-05-26,1.0349709156163178
2015-05-27,1.0603799036165058
2015-05-28,-1.101198287658097
2015-05-29,1.041039258212603
2015-06-01,-1.032418393021089
2015-06-02,-1.0016319612881648
2015-06-03,1.010817496546911
2015-06-04,0.9656892781554887
2015-06-05,-0.9306241008020351
2015-06-08,1.0020061142513226
2015-06-09,-1.0327608087341658
2015-06-10,-0.9722652754024553
2015-06-11,0.9744480256154039
2015-06-12,0.9628050336308693
2015-06-15,0.876544342821342
2015-06-16,-0.8749824807910525
2015-06-17,0.896410653696015
2015-06-18,0.8388930970975521
2015-06-19,0.8963582760467257
2015-06-22,-0.905950705798904
2015-06-23,-0.9022659603724065
2015-06-24,0.8943909210862333
2015-06-25,-0.8896641758796544
2015-06-26,-0.8610181998916756
2015-06-29,0.8644371446403297
2015-06-30,-0.8593116977264335
2015-07-01,-0.846612515852177
2015-07-02,0.9548085660956913
2015-07-03,-0.9548085660956913
2015-07-06,0.7970875172631169
2015-07-07,-0.9044293232198433
2015-07-08,-0.9098744277817071
2015-07-09,-0.9244867127983396
2015-07-10,-0.914079004226758
2015-07-13,0.9710380906267313
2015-07-14,1.018397910673818
2015-07-15,-1.0353018073208125
2015-07-16,1.049627672707707
2015-07-17,-1.1398249752542013
2015-07-20,-1.1281293235312395
2015-07-21,-1.26853708222134
2015-07-22,1.2295047708041789
2015-07-23,-1.2279495879411475
2015-07-24,1.2574796330385942
2015-07-27,-1.263334424879857
2015-07-28,-1.3383821626218355
2015-07-29,1.4312355747284764
2015-07-30,1.4631885545917824
2015-07-31,1.6484260327913347
2015-08-03,-1.5572203739508377
2015-08-04,1.7113522054429737
2015-08-05,-1.7421912833988038
2015-08-06,1.6138722776442722
2015-08-07,1.2313107217710515
2015-08-10,-1.554875496149509
2015-08-11,-1.554875496149509
2015-08-12,-0.07854533928785964
2015-08-13,-0.045891787813160854
2015-08-14,0.06398046031476269
2015-08-17,0.08454787464684596
2015-08-18,-0.07602231545551982
2015-08-19,0.06786789604657219
2015-08-20,0.1610919021809652
2015-08-21,-0.11155548909422516
2015-08-24,-0.008603676240802376
2015-08-25,-0.1504166932149073
2015-08-26,0.15843133892215633
2015-08-27,0.09738170163254645
2015-08-28,0.05714336646119446
2015-08-31,-0.049702950123330786
2015-09-01,-0.17122124611380346
2015-09-02,0.11244011038098484
2015-09-03,0.020734260149143723
2015-09-04,-0.05587942411891719
2015-09-07,-0.05587942411891719
2015-09-08,-0.052699011714162816
2015-09-09,-0.06808849251079704
2015-09-10,0.07793813740106566
2015-09-11,-0.07506486900258418
2015-09-14,0.06923745841450078
2015-09-15,-0.11089141637686648
2015-09-16,-0.1479968558689476
2015-09-17,0.11673712724881369
2015-09-18,0.0854999684849601
2015-09-21,-0.07895213541079266
2015-09-22,0.04005559052496935
2015-09-23,-0.008102180078770171
2015-09-24,-0.020196816704424234
2015-09-25,-0.007928578403639433
2015-09-28,-0.002798981725292332
2015-09-29,0.014699317552623548
2015-09-30,-0.035839354997073664
2015-10-01,0.028525373932385203
2015-10-02,0.07521138448619354
2015-10-05,-0.033397601188134826
2015-10-06,-0.009067773293682052
2015-10-07,-0.021976084300571172
2015-10-08,0.006828747155575063
2015-10-09,0.013616237677768483
2015-10-12,0.02505216958857466
2015-10-13,-0.011964996402753725
2015-10-14,0.004808741945769454
2015-10-15,-0.024748374849938762
2015-10-16,0.01429002342752135
2015-10-19,-0.04575471745009414
2015-10-20,-0.023716283680469907
2015-10-21,0.064349412388346
2015-10-22,0.08361101968710008
2015-10-23,-0.11277356201590932
2015-10-26,0.1239070405722636
2015-10-27,0.11465454220660283
2015-10-28,-0.09939882661448839
2015-10-29,-0.11345308971339321
2015-10-30,0.0675092546855331
2015-11-02,0.02529800470201668
2015-11-03,0.06359159777766518
2015-11-04,0.03991411066527137
2015-11-05,0.09111609936263594
2015-11-06,-0.092247079400789
2015-11-09,0.010831113429534772
2015-11-10,-0.07255675376121706
2015-11-11,-0.01741806577230328
2015-11-12,0.0356546710018464
2015-11-13,0.051488722791921314
2015-11-16,0.0235546448239545
2015-11-17,-0.06725681485805225
2015-11-18,0.08465846608188074
2015-11-19,-0.0020333347626484977
2015-11-20,0.006150762892113651
2015-11-23,0.008488103481843326
2015-11-24,-0.03800974075822306
2015-11-25,-0.017879870140819674
2015-11-26,-0.017879870140819674
2015-11-27,-0.00047528655310284315
2015-11-30,-0.02673717186642754
2015-12-01,0.0671966439461042
2015-12-02,0.02897301771014995
2015-12-03,-0.07339859238688765
2015-12-04,0.13890170030577392
2015-12-07,0.10708637626945319
2015-12-08,0.2077970917562768
2015-12-09,-0.23805667362519461
2015-12-10,0.2217213949247651
2015-12-11,-0.19887050653969734
2015-12-14,-0.2241944808935987
2015-12-15,-0.3979708905044599
2015-12-16,0.3541183454219912
2015-12-17,0.24445234049270947
2015-12-18,0.19824720014133507
2015-12-21,-0.1584089194155997
2015-12-22,-0.17532476678962877
2015-12-23,-0.12439090307899707
2015-12-24,0.13565098915380264
2015-12-25,0.13565098915380264
2015-12-28,0.16611791094722073
2015-12-29,-0.14885907095393716
2015-12-30,-0.10107452346339266
2015-12-31,0.040121441734280366
2016-01-01,-0.040121441734280366
2016-01-04,0.09640882255386227
2016-01-05,-0.07269868837790436
2016-01-06,0.08004362078671814
2016-01-07,-0.07935160912143019
2016-01-08,-0.11875809345096376
2016-01-11,0.10833800458621805
2016-01-12,-0.1261009713329865
2016-01-13,0.10916856357447838
2016-01-14,-0.14248467597442346
2016-01-15,0.21862383943741942
2016-01-18,-0.21862383943741942
2016-01-19,-0.1921766142882187
2016-01-20,0.24493468053999146
2016-01-21,-0.2685539621424072
2016-01-22,-0.2861762427360776
2016-01-25,0.2760775846499932
2016-01-26,-0.3164187602241177
2016-01-27,-0.30045422030494195
2016-01-28,-0.0
2016-01-29,0.3210645064211571
2016-02-01,-0.2711185048073049
2016-02-02,0.2986391074969928
2016-02-03,-0.2812780244293855
2016-02-04,-0.33632951056406474
2016-02-05,-0.3286855140644651
